,Date,User,Tweet
2278,2023-02-27 17:33:23+00:00,escp9to5,"You won't believe what this Former Fed Governor's research paper predicts about the economy! 

Brace yourself for a potential recession

#Economy #ResearchPaper #Recession #Finance #TrendingNow  #BusinessNews  #StockMarket #InvestmentTips

 https://t.co/vJtgX5vaSL"
2279,2023-02-27 17:33:02+00:00,jcardin,@VirtuaMcPolygon @ThatAlexWoman I predict the Dax and UK100 both down and both Economies will be in recession.
2280,2023-02-27 17:32:51+00:00,middangol,"제가 이해가 안 되는 점은 왜 그가 아무 말도 없이 가버렸는가 에요.

What I don't understand is why he left without saying anything.

제가 이해가 안 되는 점은 어떻게 이 불경기를 견디시는 지에요.

What I don't understand is how you stand in this recession."
2281,2023-02-27 17:32:31+00:00,orean612,This year's recession is ravaging alot of people god damn
2282,2023-02-27 17:32:12+00:00,MktsInsider,"The US has a 60% chance of avoiding a recession, and stocks could notch new all-time highs this year, market veteran Ed Yardeni says https://t.co/LPgAy49GE9"
2283,2023-02-27 17:32:07+00:00,siraj1805,@Turinhorze @thecomspeaks @moonriseforever Are they on recession?
2284,2023-02-27 17:32:01+00:00,f_fldt2005,"@weezeejoe @MsMariaT @WhiteHouse Totally stupid , passing a law to cut spending will just bring us into a recession. When you become an adult, it is up to you to manage your life as you wish, the government has nothing to do with that, if you need help ask for it, but there is no way congress should force you."
2285,2023-02-27 17:31:52+00:00,garyblack00,"What recession? Atlanta Fed GDPNow forecast of 1Q GDP +2.8% as of today, which has risen steadily since Atlanta Fed initiated 1Q forecast of +0.8% in Jan. This compares to consensus 1Q GDP ests of +0.6%. Hard to see a recession in the cards when the Fed can always reduce rates. https://t.co/Jvm5vvvdzS"
2286,2023-02-27 17:31:48+00:00,copper90000,"Recession or not, Americans feel like they&amp;#8217;re poorer https://t.co/UzFC1gU65H.   Because the middle class is worse off than when Trump was president! FJB’s puppet masters are to blame for the collapsed economy!!!!!!"
2287,2023-02-27 17:31:43+00:00,Adam199631,@ultimatejingle @ediekollling YC always inverted 12 to 24 months before recession. We still have plenty of time :)
2288,2023-02-27 17:31:39+00:00,InvariantPersp1,#recession  ... #GFC2 US #GDP edition
2289,2023-02-27 17:31:35+00:00,yerkio92,"a US Debt Default would be catastrophically worse than just a recession and most likely worse than the Great Depression. 

what an idiotic and irresponsible declaration"
2290,2023-02-27 17:31:31+00:00,MulderSonny,"@CRInvestor I'm thinking a move up into MAy is more likely than a move up in 2024, no? Considering we might be moving into a recession and a deleveraging event?"
2291,2023-02-27 17:31:26+00:00,dr3dio,Yeah it’s called recession
2292,2023-02-27 17:31:24+00:00,IdeaStormPress,The report found that 97% of businesses polled reported planning to take measures to weather a potential recession in 2023. Those measures include adopting automation to allow workers to focus on more meaningful tasks and expanding business offerings. https://t.co/CZ8GM9bn15
2293,2023-02-27 17:31:13+00:00,moothamchris,"Recession or not, Americans feel like they&amp;#8217;re poorer https://t.co/ujNVQ7vWXM"
2294,2023-02-27 17:30:59+00:00,rat_noize,Fears of recession are fading
2295,2023-02-27 17:30:09+00:00,siddiqui71,"Updated: 
As real rates start challenging real GDP growth the probability of a recession ⬆️.
👀 https://t.co/MubPBnmasV"
2296,2023-02-27 17:30:06+00:00,news8news,"A majority of the nation’s business economists expect a U.S. recession to begin later this year than they had previously forecast, after a series of reports have pointed to a surprisingly resilient economy despite steadily higher interest rates. https://t.co/1dtGpdZbKE"
2297,2023-02-27 17:30:00+00:00,iowasnewsnow,"A majority of the nation's business economists expect a U.S. recession to begin later this year than they had previously forecast, after a series of reports have pointed to a surprisingly resilient economy despite steadily higher interest rates.

https://t.co/oW6V4kuaOH"
2298,2023-02-27 17:30:00+00:00,13WHAM,"A majority of the nation's business economists expect a U.S. recession to begin later this year than they had previously forecast, after a series of reports have pointed to a surprisingly resilient economy despite steadily higher interest rates.

https://t.co/yvg2qBUJrT"
2299,2023-02-27 17:29:52+00:00,irubra_,"Whenever you feel down in life, just remember, there are people here that think their ponzi alts will still hold up while BTC fails to break resistance and the macro environment is screaming recession."
2300,2023-02-27 17:29:50+00:00,DavidMc76631366,@rrichter17 @BBCNews And the existing doing so well  maybe you should look at the recession in Germany
2301,2023-02-27 17:29:42+00:00,MoonNMusic,How DUMB  whole entire GOVT !!! yous Fuck up everything like new maori health indenity mental health nurses doctors cost of living ETC !!! Fuck you @chrishipkins FEB till a cabinet meeting n yous do nothing WTF CRISIS Recession happened       https://t.co/GaBLWwBZx0 via @YouTube
2302,2023-02-27 17:29:36+00:00,InvariantPersp1,"#recession ... #GFC2 US #manufacturing edition

Leading economic indicators 📉 👀"
2303,2023-02-27 17:29:16+00:00,Omameeshy,"@catturd2 Is she going to tell them that they are just fine financially, no problems, no inflation, no recession, no there there, like she gaslights the US?"
2304,2023-02-27 17:29:08+00:00,cpperuna_,"The 10-Year Treasury Constant Maturity Minus 2-Year Treasury Constant Maturity (T10Y2Y) inversion has been a solid recession indicator for decades.

The inversion is now the largest in 4 decades.

Why would this time be DIFFERENT? https://t.co/nzchswVJxM"
2305,2023-02-27 17:28:52+00:00,jusko_bout,"PLUS RIEN NE FONCTIONNE EN FRANCE
 #Electricité #Dette  #Penuries #Inflation #Hopital #ServicesPublics  #Immigration  #Francocide  #Guerre #FermeturesMagasins #Recession 
il faut nous débarrasser du taré psychopathe qui est à la tête de notre pays 
 #MacronDestitution"
2306,2023-02-27 17:28:51+00:00,galaxy_orion,"@Investingcom Just the beginning.  Just the begining.

As I posted in Dec. Container VOLUME was significantly down to recession levels for the 3 months ending 2022.

Data was always there, news just covered it up."
2307,2023-02-27 17:28:40+00:00,FreeloadFreddy,"@Mattataa_ @zerohedge Yes, massive increase in pending new home sales is what we see every recession"
2308,2023-02-27 17:28:17+00:00,krqe,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/tacktzRMtK"
2309,2023-02-27 17:28:07+00:00,LizYoungStrat,"57% chance of recession in the next 12 months implied by the near-term forward spread. It was 72% last month. Hard to know whether it pushed the likelihood out beyond 12 months, or reduced odds all together. https://t.co/XexiNDrf5v"
2310,2023-02-27 17:28:02+00:00,Craig89082057,@BBCWorld Are layoffs a trend in the tech industry today or is this headline intended to entice anger at Musk? Layoffs are inevitable everywhere when heading to a recession.
2311,2023-02-27 17:28:01+00:00,Jfielder_strat,WOW! Highest MoM Pending homes sales in 2.5 years (signed contracts). Has #housing activity bottomed? The YoY data shows we are still in deep #Recession territory and #Mortgage #rates are way to elevated to sustain a recovery. Another Blip or change of trend? #macro #economy https://t.co/c1mEaRueNk
2312,2023-02-27 17:27:49+00:00,RHJOfficial,"""With the UK economy teetering on the cusp of a recession this could help drive growth for both Northern Ireland and the UK more widely."""
2313,2023-02-27 17:27:11+00:00,Angelicbl3,"I think Recession is already here and it will be over at the end of the second quarter.
Expect the bear next month."
2314,2023-02-27 17:27:10+00:00,Raz13Agha,"I raised the same point in my tweet on the 13th of Feb 💔
Pakistan ke pas khel keliye pese Hy magar Inflation, recession aur elections keliye pese nhi Hy 
Sherm Ani chahiye https://t.co/ZTECp50Dxr"
2315,2023-02-27 17:27:06+00:00,Mighty_Memes7,This is the number 1 indicator of an economic recession:
2316,2023-02-27 17:26:47+00:00,Richards_Karin,"S&amp;P500 My back-of-a-matchbox calc is closer to JPMorgan’s estimate of $205 - around $210.
Applying a recession multiple of say 14.5x, this translates to a SP500 at ±3050.
Average recession multiples have been lower than this: Bloomberg 12.6x (below), Strategas: 11.7x (since1942). https://t.co/WaidrPEbhw"
2317,2023-02-27 17:26:35+00:00,chicagomediaX,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/ZKaERP58ig"
2318,2023-02-27 17:26:33+00:00,wpri_feed,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/eQ5doewpGu"
2319,2023-02-27 17:25:58+00:00,AndrewE12360769,"@adamscrabble To the “we didn’t know better.” Crowd. 4 seconds of thought says none of the working class (most of the population) were even asked to “stay home” nor could they be. Where would people “slowing the spread” get their meds, food, home improvements etc."
2320,2023-02-27 17:25:21+00:00,David32375134,120 fucking days. A recession and recovery
2321,2023-02-27 17:25:02+00:00,nathansandersb,"Don't focus too much on semantics surrounding the recession—focus on building #resiliency in any economic environment. ""Truly resilient organizations don’t just bounce back better; they thrive in hostile environments,"" says @McKinsey. https://t.co/8yxVdmcTfC"
2322,2023-02-27 17:25:01+00:00,pangnyli,What Restaurants Should Know Ahead of Looming Recession #pge #feedly https://t.co/fGUEW9zaoD
2323,2023-02-27 17:24:33+00:00,TeslaAlien,@Zakyshan2002 @flavortownDon92 @RetirementRight @KobeissiLetter There is no recession...
2324,2023-02-27 17:24:32+00:00,KiloPapaPD,"@some_nft_guy Bro we had an entire year of recession. All of 2022, we rally for a little now"
2325,2023-02-27 17:24:00+00:00,EquiMaxCapital,Real #Estate #Market #Mortgage #Modification #Property #Housing #Invest #Rent #Financial #Markets #Economy #Recession #Inflation #Realtor #Equity #trdny https://t.co/V7356iUlmz
2326,2023-02-27 17:23:41+00:00,_NoFearr_,@kocayurek42 @onllytrader Demokrasi her yerdedir sadece sandıkta değil cahil. Tek bildiğiniz sandık amk.
2327,2023-02-27 17:23:35+00:00,CanvasliveMX,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/pu57B9UoE1 https://t.co/FVQBCtR9HA
2328,2023-02-27 17:23:15+00:00,VilaViral,"The US has a 60% chance of avoiding a recession, and stocks could notch new all-time highs this year, market veteran Ed Yardeni says https://t.co/wAdHT7niux https://t.co/aKgU6CXK5G"
2329,2023-02-27 17:23:10+00:00,VilaViral,"Goldman CEO David Solomon warns of stubborn US inflation, calms fears of a deep recession, and talks ChatGPT and AI in a new interview. Here are the 9 best quotes. https://t.co/DUeiR9rkOU https://t.co/U3Sv59uiKu"
2330,2023-02-27 17:23:09+00:00,ChiTheRealest,@LazlosGhost have not seen Blonde but Killing Them Softly is the peak of the recession era crime film
2331,2023-02-27 17:22:59+00:00,CeoWatchlist,"JUST IN: Pending Home Sales crush expectations and rise 8.1% in January.

Mortgage rates are above 7%, recession fears are spreading and mortgage demand is at 25-year lows.

Yet, the housing market continues to hold up.

Is this the most resilient housing market of all time?"
2332,2023-02-27 17:22:58+00:00,_NoFearr_,"@kocayurek42 @onllytrader https://t.co/2BYoT8DbUm

Al oku olmadı diyor bir de. Senin zihniyetindekiler ıslıklıyor. Utanmaz."
2333,2023-02-27 17:22:55+00:00,stackowl,"“Powell is trying to fight inflation without causing a recession, which will end in both inflation and recession” - @dailydirtnap"
2334,2023-02-27 17:22:35+00:00,larrys1016,There is no such thing as a hard landing or a soft landing. Either the federal reserve raises rates and causes a recession or it doesn’t. The Fed does not cure inflation. We rebalance supply and demand by bringing manufacturing back to America.
2335,2023-02-27 17:22:21+00:00,Im_AliMustafa,"Make Recession-Proofing Your Finances Part of Your Tax Season

https://t.co/wieaKzV8hd https://t.co/LHpte5qIrP"
2336,2023-02-27 17:21:21+00:00,amnon96,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/AVV9ZJr2K2"
2337,2023-02-27 17:21:20+00:00,wheatstones_,"⚡️Fed #rate, unemployment &amp; #recession dynamics https://t.co/dKjrDkCU6o"
2338,2023-02-27 17:21:07+00:00,MRSoliloquy,"Stubborn inflation eventually points to a deep recession, it is not what Solomon thinks. It is his narrative, because his business strategy can re-stir. Causes &amp; effect isn't linear points.  Maybe read some David Hume. Establishing cause &amp; effect of regularity is complex."
2339,2023-02-27 17:20:57+00:00,JamesGLeckie,"""We can't retroactively effectively double the Pell Grant via debt cancelation!""

Why not? We already knew the government underinvested in post-secondary education during the Great Recession. And the IDR fixes and state comm college funding is forward-looking."
2340,2023-02-27 17:20:51+00:00,study_capital,"Que se passe-t-il lorsque l'inflation culmine ? Tendances haussières !
Depuis 1955, vous pouvez vous attendre à des performances à deux chiffres une fois que l'inflation a atteint son maximum... et doubler ces gains si nous évitons une récession 🤫#SPX #SP500 #USA https://t.co/lL2u4UFP02"
2341,2023-02-27 17:20:51+00:00,abusch,"Presenting today at the CMA/SIMA Annual Conference in Las Vegas @CaesarsPalace! Covering #economy #inflation #consumer #recession #retailmedia Fascinating #CPG adaptation utilizing #AI to understand #consumerbehavior!
 
#future  #CategoryManagement #Retai…https://t.co/jUoW6F2Har"
2342,2023-02-27 17:20:42+00:00,mycartub,Is Gold Worth Buying During Recession - Technology Tutorials https://t.co/AhftJYTYdd
2343,2023-02-27 17:20:34+00:00,netcapital_adv,"CEO at Netcapital Advisors Inc, @cecilialenk shares her top 3 tips for entrepreneurs trying to raise capital during a recession. 🧵👇 (1/4)"
2344,2023-02-27 17:20:15+00:00,Salil191170851,#BTC has never seen a recession. Let the party started and the most interesting 🤔 part is few token will survive and They are 100x 😍🚀..@catecoin 💥is one them ..next big one … maybe @CryptoCapo_ is right 🙂news lows are coming 🤧😵‍💫😵‍💫😵‍💫😵‍💫… shopping 🛒 time 🕰️
2345,2023-02-27 17:20:10+00:00,IlliniProgrammr,"@AlanLevinson10 If inflation is still the main risk in the market, not sure why the 10-year is the premium risk-off asset.

My guess is that the playbook for this recession comes from 1973 or the 1940s, rather than 2008.  But my sample size on bear markets is 1 (2 if you count this one)"
2346,2023-02-27 17:20:02+00:00,TopFinanceTakes,The sec and government right now 🚀📈💰 https://t.co/D34C7d3XSN
2347,2023-02-27 17:20:02+00:00,TopFinanceTakes,@financialjuice We will remain resilient in the face of high inflation!
2348,2023-02-27 17:19:46+00:00,Gangpeh76,@TeslaSynopsis and when institutions buy they are going to be very picky.. knowing what has happened recently they want a recession proof stock and there aren't many companies to choose from like TSLA.. smart money will bet on Tesla because they want a company that has a track record of winning
2349,2023-02-27 17:19:06+00:00,BDTonline,"Nation’s business economists anticipate a recession this year

Fifty-eight percent of 48 economists who responded to a survey by the National Association for Business Economics envision a recession sometime this year. https://t.co/G1Z6V841pM"
2350,2023-02-27 17:18:55+00:00,rubr99548907,@WhaleChart The average person will not feel a recession any more than the other months
2351,2023-02-27 17:18:23+00:00,mrlofas,@GavinClimie All is fine the recession will be transitory 😁
2352,2023-02-27 17:18:19+00:00,ChrizzOYB,@KingRON_31 Summer Recession
2353,2023-02-27 17:18:03+00:00,JackHow71134140,"@Louis_De_Buade Watch Warren Buffett. When he starts selling and short selling
 The recession is here."
2354,2023-02-27 17:18:00+00:00,daveczarneckinm,"Our Senior Portfolio Manager, Matt Stucky, joined Bloomberg Radio “Bloomberg Markets” today to discuss his outlook for The Fed, his expectations for a recession, and investing strategy: https://t.co/i2UG3xwYQY"
2355,2023-02-27 17:17:34+00:00,OGormain,"@DreamsOfNukes @SoCalEdgyGal Democrat Party &amp; Republican Party both strongly support endless war in Ukraine. 

You should be happy some Americans begin questioning.

Is there any limit to the Billion$ of dollars we should send?  We’re broke as a joke.  Recession looms. 

Folks can’t afford food or gas. https://t.co/rBVmO52nus"
2356,2023-02-27 17:17:27+00:00,KXNewsMinot,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/jyYBXZD1hM"
2357,2023-02-27 17:17:25+00:00,KXMB,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/BJCkt2t3lf"
2358,2023-02-27 17:17:23+00:00,Deen__K,"@AbdallahBaba_ Lol are you reading this out of a book? Your party didn’t solve one problem, one single problem we had in 2015 before they took over, poverty rate skyrocketed, insecurity worsened, our economy plunged into recession and you’re talking about human capital development,lol guys abeg"
2359,2023-02-27 17:17:19+00:00,investorsaware,"Jeffrey Gundlach on rising interest rates, defaults, and #recession concerns:"
2360,2023-02-27 17:17:07+00:00,CabbageTV,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/miok1RwOpf"
2361,2023-02-27 17:17:04+00:00,mmcassella,"And, crucially, just because we've avoided recession so far does not mean we'll avoid it forever. In fact, the inverse could be true: The longer the economy defies gravity, some economists see an even higher risk that the Fed goes too far. 

As @DeanBaker13 put it: https://t.co/dIh1MmUXe7"
2362,2023-02-27 17:17:04+00:00,PortableTrades,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/FJHFNleJtl https://t.co/Wn4i1Kx9Tb
2363,2023-02-27 17:17:00+00:00,QAScoop,Just another @TheDemocrats ploy for votes and the rest of America continues to carry the water during record inflation and likely recession. Sad!
2364,2023-02-27 17:16:53+00:00,Ilikebigbucks87,"@petermerelis @LizAnnSonders Doubtful, willing to bet people are spending less because their worried about recession/losing job"
2365,2023-02-27 17:16:45+00:00,YourFox18,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/mGrXYOmNya"
2366,2023-02-27 17:16:44+00:00,NARNShow,"Recession or not, Americans feel like they're poorer https://t.co/O3EbGBjAQr"
2367,2023-02-27 17:16:11+00:00,ClarenceCourtr2,"@nycjaneyvee @PhilHolz1776 @NickAdamsinUSA He left office with the highest number of unemployed, since the Great Recession. Get real, dude."
2368,2023-02-27 17:15:53+00:00,RosenblumElyse,"Requiring a four-year degree emerged as a standard practice back in the 2008 recession, when companies chose to layer this unnecessary requirement on top of far too many jobs."
2369,2023-02-27 17:15:24+00:00,KyleLyonsBurke,Crowell &amp; Moring’s Brian Hail and Rick Hyman discuss the six considerations for investors as a recession looms. Read more @Law360: https://t.co/z2H2c47rrl
2370,2023-02-27 17:15:18+00:00,_ChristyKelly,"On The Living Market this week, Philip asks, can the strong job market prevent a recession? https://t.co/glTCZB1Tou

Subscribe, rate and review now. #TheLivingMarket #investing #financial #markettrends #RealFinancialPlanning #IG https://t.co/991JPdc1iT"
2371,2023-02-27 17:14:51+00:00,Alec121212,"Keep dreaming without American spending the Russian, China, India dream of wealth and power is just greedy thinking. Once USA goes into recession who will pay the bills, China? Buy American and stay out of debt."
2372,2023-02-27 17:14:47+00:00,JoelKlettke,"“I write BADASS copy for COOL brands who want to FLEX 💪🏼 on their competitors and 💖 INSPIRE their people to be the 🏆🏆🏆 BEST badasses with words that 🔥🔥 ILLUMINATE potential!”

My brothers and sisters we are in a recession."
2373,2023-02-27 17:14:42+00:00,shkme_,"@PRSundar64 TOP 5 RECESSION WARNING SIGNS
There are a variety of warning signs of a recession that can predict downturns. The list below covers five of the main ones:

Contracting GDP
Inverted yield curve
Increasing inflation
Subdued manufacturing indicators
Wage stagnation https://t.co/8QTns6uneF"
2374,2023-02-27 17:14:39+00:00,sneaknsneak,"@PIAccount1 I agree that America is rich AF.  I don't think any recession or even depression would change that.  

I know my local ski hill is down 40% on revenue from last year to this one.  Could be weather, but feeder ski areas are definitely in belt-tighten mode after two flush years."
2375,2023-02-27 17:14:37+00:00,doodoolin,Germany on brink of recession – but hopes grow Britain will avoid one https://t.co/wtLcEktT6L
2376,2023-02-27 17:14:18+00:00,tylertrades6,"Closed my position in $ONEW 

This company is anything but recession proof."
2377,2023-02-27 17:14:06+00:00,GeorgeMentz,New York Gazette ™ Economists Push Back US Recession Forecasts: https://t.co/NsqCMNYBWT - Economists Push Back US Recession Forecasts https://t.co/65Y8O7HUin #wealthmanagement #charteredwealthmanager https://t.co/VzuX7tnktk
2378,2023-02-27 17:14:04+00:00,REagentJOCO,What Is the Difference Between a Recession and a Depression? https://t.co/aqJ5L6fCfN https://t.co/p6To6DQy5o
2379,2023-02-27 17:14:00+00:00,JBidenearpiece,Meanwhile Americans are suffering with recession and extremely high grocery prices. But you do you Janet because you’re not doing your job.
2380,2023-02-27 17:13:56+00:00,UndergroundSD2,"@POTUS REALITY!!
📉40-year-high inflation
📉4% cut in wages
📉Haven't created a single new job from the 2019 high water mark
📉Looking at an impending recession
📉Crime at all time highs
📉Immigration a mess
📈 6.4% total inflation
📈 33.7% energy bill spike
📈 21.5% food cost increase"
2381,2023-02-27 17:13:33+00:00,tridence,@POTUS Still pushing fake news on social security programs. LOL. Its an audit for the future. Stop the open book payments causing our recession and high-inflation.
2382,2023-02-27 17:12:59+00:00,Francis42689150,Thank god there’s an up side to this recession. These losers making it impossible to get anything taking massive L’s
2383,2023-02-27 17:12:57+00:00,worldnewsmojo,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/Mu9qOs1mdt
2384,2023-02-27 17:12:39+00:00,Pat57743386,"Ok, I’m just trying to understand this. Americans are struggling through a recession, but they won’t call it a recession &amp; we’re giving billions of dollars to Ukraine &amp; doing absolutely nothing for America. Sound about right?"
2385,2023-02-27 17:12:31+00:00,MeDeity,What if the US crackdown on every single centralized cryptocurrency company including USDC and BUSD. Such that during the upcoming recession we are left with only decentralized ponzis and BTC really truly becomes the digital gold a true Recession Hedge?
2386,2023-02-27 17:12:21+00:00,_ReportWire,Make Recession-Proofing Your Finances Part of Your Tax Season | Entrepreneur https://t.co/h80Hqq5jhi
2387,2023-02-27 17:12:21+00:00,myfox8,"Recession coming, but later than previously forecast, more economists predict in survey https://t.co/KJw5eBDUtf"
2388,2023-02-27 17:12:18+00:00,RecessionSblv,@gurgavin NDP In shambles
2389,2023-02-27 17:12:00+00:00,virginianpilot,"A majority of the nation’s business economists expect a U.S. recession to begin later this year than they had previously forecast, after a series of reports have pointed to a surprisingly resilient economy despite steadily higher interest rates.
https://t.co/JSTydTGawm"
2390,2023-02-27 17:11:21+00:00,Keh_Ke_Pehno,"As sure as the spring will follow the winter, prosperity and economic growth will follow recession. 

~P1~
PRIYANKIT X DMF SOON"
2391,2023-02-27 17:11:10+00:00,radduder,For a year now bears have been calling for an earnings recession that hasn’t come. At some point you need to accept defeat. @ScottWapnerCNBC @CNBCClosingBell
2392,2023-02-27 17:11:10+00:00,SevenSeasJames,"Today in nothing new under the sun, 2002, US, chief economist for Freddie Mac: “Nothaft ran through a list of these fundamentals: the mildness of the recession; low mortgage rates; the modest inventory of new homes; rising demand for housing from immigrants and ""echo boomers"""
2393,2023-02-27 17:10:43+00:00,bf_dsm,@palantirbull1 @Emmonspired They changed the metrics to “qualify” for recession
2394,2023-02-27 17:10:37+00:00,FlavyNeale,"Following the launch of the “How to grow (in a recession)” report by @britainsmallbiz, @TSB Business Banking Director Adeel Hyder writes down his key takeaways of the report to help #SmallBusiness owners find ways to grow in challenging times.

Read more: https://t.co/fMmujKup4R https://t.co/6rYTBkt9yX"
2395,2023-02-27 17:10:36+00:00,dougbrownDBA,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/GxLfmgctiT #Business #Startup #Success https://t.co/bklaCYXGqa
2396,2023-02-27 17:10:36+00:00,perfildehugo,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/iOPOqKHqVu vía @Entrepreneur https://t.co/tEyAHiw9Lb
2397,2023-02-27 17:10:36+00:00,RadioBlackOn,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/EXPDWqQvpl #MERIWEATHERASSOC https://t.co/jQEUfpZvRo
2398,2023-02-27 17:10:35+00:00,dragonadvantage,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/WN9oWdudSh https://t.co/AF1X5jGBQZ
2399,2023-02-27 17:10:35+00:00,zoltonwatson,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/0eT7lsBEWd
2400,2023-02-27 17:10:34+00:00,MastermindGM,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/qEdeVi7yxs
2401,2023-02-27 17:10:29+00:00,CapitianM,@zerohedge not a chance unless there's a massive recession.  MS track record is abysmal
2402,2023-02-27 17:10:06+00:00,thewebcoach,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/dELtY0obUi #Finance https://t.co/6sD4oo4VKc
2403,2023-02-27 17:10:06+00:00,bizsolutionsvcs,Make Recession-Proofing Your Finances Part of Your Tax Season https://t.co/Bwc6TRt4r2 https://t.co/obEj7y3DtT
2404,2023-02-27 17:09:59+00:00,RVLyfe,"Business Economists Push Back US Recession Forecasts https://t.co/m4liUlxBhX
WASHINGTON — A majority of the nation’s business economists expect a U.S. recession to begin later this year than they had previously forecast, after a...
https://t.co/m4liUlxBhX"
2405,2023-02-27 17:09:59+00:00,_NoFearr_,"@kocayurek42 @onllytrader Siz 2015 Ekim de tribünde 10 Ekim patlamasında ölenler için saygı duruşunda ıslıklayarak siyasi tepki vermiş insanlarsınız. Utanmaz. 

Herkes her yerde siyaset yapabilir. Her boka siz karar vermeyin yeter"
2406,2023-02-27 17:09:56+00:00,axerbleaxad,"The risk of having a great recession has been slowed down, tho prices are soaring, this year 2023 would be the stabilizing one and hoping for 2024 for a better place for the market. https://t.co/gHsA4fc66V"
2407,2023-02-27 17:09:55+00:00,chintantalati,"Yield-Curve Inversion Widens, Signaling More Recession Worries https://t.co/NyN03D1ntK via @BarronsOnline"
2408,2023-02-27 17:09:41+00:00,Tyler_The_Wise,"@TAMMYSZN @micah_erfan No it doesn’t. The kinds of workers who get laid off in a recession aren’t automatically well suited to new jobs in the public sector.

And if unemployed people constantly get sucked into federal makework projects, the private sector cannot recover the lost jobs."
2409,2023-02-27 17:09:32+00:00,bernardevansdp,@MoonOverlord Recession is imminent
2410,2023-02-27 17:09:26+00:00,BarkingSpidey,The Market is held hostage by short positions that are trapped. They will continue to borrow at any cost in hopes that retail sells. Derivatives will once again eat them alive. They didn’t learn in the last recession. I’m loading up. They have no way out! Haha! 🔥
2411,2023-02-27 17:09:00+00:00,JonathanKeiler,"When a recession hits, it's important to stay focused and plan ahead. Here are 5 must-dos to help you profit: https://t.co/xH95LhPBZD  #Recession #Business #Profit @Forbes"
2412,2023-02-27 17:08:50+00:00,OdogwuEq,"@DiRegum Egbon recession Dey Abeg, make them leave am"
2413,2023-02-27 17:08:09+00:00,_NoFearr_,@kocayurek42 @onllytrader Lafı yiyince kontra cevap verecek akıl da olmayınca hemen ağzınız bozuluyor. Blok
2414,2023-02-27 17:07:37+00:00,Superops_ai,"Worried about how to market your #MSP effectively in a slow economy?

We asked MSP marketing expert, @thepaulgreen, his tips for marketing during times of economic uncertainty. He is sharing his insights on #SuperPod - Recession-proof your MSP.

Episode dropping on March 1 https://t.co/oalPuuocbs"
2415,2023-02-27 17:07:17+00:00,AntonioMathiasK,"Nothing to see here. All is normal. No recession. Finances are good. 
I wonder what will happen when the debt default tsunami hits... 🩸🩸 #Crypto #Markets #GlobalEconomi https://t.co/9s1rhZHYMt"
2416,2023-02-27 17:07:03+00:00,SeeTheMacro,Wall Street is upping its expectations for rate hikes — and a recession https://t.co/w7aG5n6uAm
2417,2023-02-27 17:07:00+00:00,ghost_mine,"Going into a recession with more austerity. Definitely a good idea that won't have terrible consequences, not at all"
2418,2023-02-27 17:06:51+00:00,BullionEx,"US Stock Market Could Crash 26% within Months, Morgan Stanley Warns

Read👉https://t.co/sXuRp7yW3r

#stockmarketcrash #StockMarket #SP500 #dow #NASDAQ100 #recession #inflation #gold #Silver https://t.co/LgWF2ZSDaW"
2419,2023-02-27 17:06:46+00:00,__360k,you mean a depression * 😂 we have been in the recession
2420,2023-02-27 17:06:46+00:00,audio_boomer,"@jstdonut @bigdaddyfields @Libservatarian @krassenstein Still regurgitating the same Newt Gingrich BS from 2011, eh?  the increase in SNAP benefits under Obama came as a result of the 2009 Recovery Act, after the 2008 Recession under a GOP president, if you recall.https://t.co/nzpklFafVc"
2421,2023-02-27 17:06:28+00:00,Rahtwin2,"@anthoNYUPoly @kendalllllbaaby @nytimes Uhhh…, wha? You don’t remember? I know he made it look easy, but he took over during the time labeled the “Great Recession”, following 8 years of Republican leadership.  The US nearly crashed and burned. Here you go. I just picked the first article

https://t.co/oOIXIpPlPc"
2422,2023-02-27 17:06:22+00:00,indietrucker,"@lets_truck If I can stay out of the #£&gt;*%!! Shop I’ll survive. I don’t see how this doesn’t end up worse than 08/09 though for most people. All operating expenses are through the roof, adjust for inflation most are running cheaper already than during the Great Recession."
2423,2023-02-27 17:06:19+00:00,OneFree_fighter,"Why is she in Ukraine?

Wait, who is working for? It's not the American people for sure. Our economy is going into a recession and the Biden administration keeps sending $$$ to nazis.

Awake yet?"
